,team,runs,BB,1B,2B,3B,HR,ParkID
2446,"""TEX""",1,5,4,0,0,0,"""BAL12"""
2447,"""BAL""",2,3,4,0,0,1,"""BAL12"""
2448,"""SDN""",9,4,9,1,0,2,"""BOS07"""
2449,"""BOS""",2,2,5,2,0,1,"""BOS07"""
2450,"""COL""",3,3,1,0,0,2,"""CHI12"""
2451,"""CHA""",5,6,6,2,0,0,"""CHI12"""
2452,"""CLE""",3,2,3,4,0,1,"""KAN06"""
2453,"""KCA""",10,8,8,1,0,4,"""KAN06"""
2454,"""MIN""",2,0,4,1,0,1,"""SEA03"""
2455,"""SEA""",3,5,4,1,0,0,"""SEA03"""
2456,"""WAS""",1,2,3,2,0,0,"""STP01"""
2457,"""TBA""",3,2,6,1,0,2,"""STP01"""
2458,"""NYA""",16,2,11,5,0,2,"""TOR02"""
2459,"""TOR""",5,3,7,1,0,2,"""TOR02"""
2460,"""OAK""",0,1,2,0,0,0,"""PHO01"""
2461,"""ARI""",3,4,9,3,0,0,"""PHO01"""
2462,"""PIT""",1,6,6,0,1,0,"""ATL03"""
2463,"""ATL""",2,3,6,0,0,1,"""ATL03"""
2464,"""CHN""",5,6,5,1,0,2,"""MIL06"""
2465,"""MIL""",3,1,10,1,0,0,"""MIL06"""
2466,"""HOU""",9,7,7,2,0,1,"""NYC20"""
2467,"""NYN""",6,4,5,3,0,1,"""NYC20"""
2468,"""MIA""",3,0,5,2,0,1,"""PHI13"""
2469,"""PHI""",2,3,3,1,0,1,"""PHI13"""
2470,"""LAN""",14,5,10,4,1,1,"""SFO03"""
2471,"""SFN""",7,7,7,6,0,0,"""SFO03"""
2472,"""CIN""",9,3,5,7,1,0,"""STL10"""
2473,"""SLN""",4,2,6,1,0,1,"""STL10"""
2474,"""DET""",5,3,6,0,0,1,"""ANA01"""
2475,"""ANA""",6,4,5,3,0,1,"""ANA01"""
2476,"""TEX""",5,3,2,3,0,4,"""BAL12"""
2477,"""BAL""",6,7,3,2,0,2,"""BAL12"""
2478,"""SDN""",11,3,10,2,0,4,"""BOS07"""
2479,"""BOS""",1,2,3,2,0,1,"""BOS07"""
2480,"""COL""",3,2,2,0,0,2,"""CHI12"""
2481,"""CHA""",11,2,6,2,0,4,"""CHI12"""
2482,"""CLE""",7,3,4,3,0,2,"""KAN06"""
2483,"""KCA""",2,0,4,0,0,2,"""KAN06"""
2484,"""MIN""",5,1,6,3,0,1,"""SEA03"""
2485,"""SEA""",1,2,4,1,0,1,"""SEA03"""
2486,"""WAS""",8,4,9,2,1,1,"""STP01"""
2487,"""TBA""",1,4,1,0,0,1,"""STP01"""
2488,"""NYA""",3,2,5,2,0,1,"""TOR02"""
2489,"""TOR""",9,3,6,7,0,1,"""TOR02"""
2490,"""OAK""",1,2,4,0,0,1,"""PHO01"""
2491,"""ARI""",5,6,4,4,0,0,"""PHO01"""
2492,"""PIT""",4,2,3,1,0,2,"""ATL03"""
2493,"""ATL""",2,5,4,2,0,0,"""ATL03"""
2494,"""CHN""",1,3,1,0,0,1,"""MIL06"""
2495,"""MIL""",7,4,8,0,0,2,"""MIL06"""
2496,"""HOU""",10,2,10,4,0,1,"""NYC20"""
2497,"""NYN""",5,7,1,3,0,1,"""NYC20"""
2498,"""MIA""",6,3,6,5,0,1,"""PHI13"""
2499,"""PHI""",7,4,11,2,0,1,"""PHI13"""
2500,"""LAN""",4,2,4,3,0,1,"""SFO03"""
2501,"""SFN""",10,3,5,10,0,1,"""SFO03"""
2502,"""CIN""",0,2,1,1,0,0,"""STL10"""
2503,"""SLN""",2,2,6,1,0,0,"""STL10"""
2504,"""DET""",7,2,4,1,1,2,"""ANA01"""
2505,"""ANA""",6,3,6,1,0,2,"""ANA01"""
2506,"""TEX""",11,4,6,3,1,3,"""BAL12"""
2507,"""BAL""",2,0,5,2,0,0,"""BAL12"""
2508,"""SDN""",1,0,6,2,0,0,"""BOS07"""
2509,"""BOS""",4,3,5,1,0,2,"""BOS07"""
2510,"""COL""",5,4,5,1,0,0,"""CHI12"""
2511,"""CHA""",4,4,8,1,0,1,"""CHI12"""
2512,"""CLE""",2,1,6,2,0,0,"""KAN06"""
2513,"""KCA""",6,2,6,3,1,1,"""KAN06"""
2514,"""MIN""",5,0,6,1,0,1,"""SEA03"""
2515,"""SEA""",3,2,7,1,1,0,"""SEA03"""
2516,"""WAS""",0,3,3,0,0,0,"""STP01"""
2517,"""TBA""",5,1,3,2,1,3,"""STP01"""
2518,"""NYA""",8,5,6,5,0,1,"""TOR02"""
2519,"""TOR""",1,2,4,0,0,0,"""TOR02"""
2520,"""MIL""",7,2,11,1,1,1,"""DEN02"""
2521,"""COL""",8,5,8,2,0,3,"""DEN02"""
2522,"""NYN""",9,2,6,3,1,2,"""WAS11"""
2523,"""WAS""",7,4,9,2,0,0,"""WAS11"""
2524,"""HOU""",3,2,1,1,0,2,"""TOR02"""
2525,"""TOR""",1,4,2,1,0,1,"""TOR02"""
2526,"""SFN""",5,5,4,2,0,3,"""ATL03"""
2527,"""ATL""",3,2,2,2,0,2,"""ATL03"""
2528,"""PHI""",6,3,4,3,0,2,"""CHI11"""
2529,"""CHN""",4,2,3,1,0,1,"""CHI11"""
2530,"""MIL""",4,5,10,2,0,0,"""DEN02"""
2531,"""COL""",3,6,4,1,1,1,"""DEN02"""
2532,"""ARI""",5,4,8,0,0,2,"""LOS03"""
2533,"""LAN""",6,2,7,4,0,1,"""LOS03"""
2534,"""BOS""",8,2,9,2,0,2,"""MIA02"""
2535,"""MIA""",3,0,5,0,0,2,"""MIA02"""
2536,"""SLN""",7,2,7,4,0,2,"""PIT08"""
2537,"""PIT""",4,1,5,0,0,2,"""PIT08"""
2538,"""NYN""",7,0,5,4,0,2,"""WAS11"""
2539,"""WAS""",2,3,5,1,0,0,"""WAS11"""
2540,"""CHA""",6,1,5,2,0,2,"""CLE08"""
2541,"""CLE""",7,1,3,2,0,2,"""CLE08"""
2542,"""TBA""",5,6,5,3,0,1,"""KAN06"""
2543,"""KCA""",1,0,4,1,0,1,"""KAN06"""
2544,"""DET""",3,2,3,0,0,2,"""MIN04"""
2545,"""MIN""",5,5,3,2,0,2,"""MIN04"""
2546,"""CIN""",5,4,1,1,1,2,"""NYC21"""
2547,"""NYA""",4,2,4,1,0,1,"""NYC21"""
2548,"""ANA""",5,3,9,2,0,0,"""OAK01"""
2549,"""OAK""",7,2,4,1,0,2,"""OAK01"""
2550,"""BAL""",2,2,8,1,0,0,"""SEA03"""
2551,"""SEA""",0,4,2,0,0,0,"""SEA03"""
2552,"""SDN""",0,0,2,0,0,0,"""ARL03"""
2553,"""TEX""",7,4,2,6,0,2,"""ARL03"""
2554,"""HOU""",6,2,6,1,0,1,"""TOR02"""
2555,"""TOR""",7,5,1,3,0,2,"""TOR02"""
2556,"""SFN""",1,2,2,2,0,0,"""ATL03"""
2557,"""ATL""",3,2,8,2,0,0,"""ATL03"""
2558,"""PHI""",5,1,6,1,0,2,"""CHI11"""
2559,"""CHN""",3,2,4,5,0,0,"""CHI11"""
2560,"""MIL""",3,3,7,1,0,1,"""DEN02"""
2561,"""COL""",0,1,6,2,0,0,"""DEN02"""
2562,"""ARI""",12,7,7,5,0,4,"""LOS03"""
2563,"""LAN""",4,6,3,1,0,2,"""LOS03"""
2564,"""BOS""",7,7,9,1,2,0,"""MIA02"""
2565,"""MIA""",2,1,8,1,0,0,"""MIA02"""
2566,"""SLN""",4,4,6,1,0,1,"""PIT08"""
2567,"""PIT""",5,2,8,2,0,1,"""PIT08"""
2568,"""NYN""",5,1,0,2,0,3,"""WAS11"""
2569,"""WAS""",7,3,5,2,0,2,"""WAS11"""
2570,"""CHA""",8,6,7,4,0,1,"""CLE08"""
2571,"""CLE""",2,3,3,1,0,1,"""CLE08"""
2572,"""TBA""",2,5,2,2,0,1,"""KAN06"""
2573,"""KCA""",4,5,6,1,0,0,"""KAN06"""
2574,"""DET""",9,0,4,0,3,4,"""MIN04"""
2575,"""MIN""",2,3,5,2,0,1,"""MIN04"""
2576,"""CIN""",3,3,1,0,0,2,"""NYC21"""
2577,"""NYA""",2,8,3,2,0,0,"""NYC21"""
2578,"""ANA""",0,1,5,0,0,0,"""OAK01"""
2579,"""OAK""",5,2,7,1,0,2,"""OAK01"""
2580,"""BAL""",4,3,2,3,0,1,"""SEA03"""
2581,"""SEA""",1,2,4,0,0,1,"""SEA03"""
2582,"""SDN""",6,2,10,1,0,2,"""ARL03"""
2583,"""TEX""",4,1,5,4,0,0,"""ARL03"""
2584,"""HOU""",9,5,5,5,0,1,"""TOR02"""
2585,"""TOR""",2,2,3,2,0,0,"""TOR02"""
2586,"""SFN""",4,3,2,2,0,2,"""ATL03"""
2587,"""ATL""",2,1,6,2,0,0,"""ATL03"""
2588,"""PHI""",2,1,4,1,0,1,"""CHI11"""
2589,"""CHN""",10,4,8,2,0,2,"""CHI11"""
2590,"""MIL""",3,6,6,2,0,0,"""DEN02"""
2591,"""COL""",4,1,5,2,0,1,"""DEN02"""
2592,"""ARI""",9,5,8,1,0,3,"""LOS03"""
2593,"""LAN""",3,3,6,0,0,0,"""LOS03"""
2594,"""BOS""",6,6,7,1,0,0,"""MIA02"""
2595,"""MIA""",5,6,5,1,1,1,"""MIA02"""
2596,"""SLN""",3,2,7,4,0,0,"""PIT08"""
2597,"""PIT""",2,2,5,1,0,1,"""PIT08"""
2598,"""NYN""",0,1,1,0,0,0,"""WAS11"""
2599,"""WAS""",1,3,4,0,0,1,"""WAS11"""
2600,"""CHA""",4,1,6,0,0,2,"""CLE08"""
2601,"""CLE""",8,5,9,2,0,1,"""CLE08"""
2602,"""TBA""",10,8,11,3,0,2,"""KAN06"""
2603,"""KCA""",8,1,4,4,0,2,"""KAN06"""
2604,"""DET""",3,0,5,1,0,1,"""MIN04"""
2605,"""MIN""",12,6,8,5,0,1,"""MIN04"""
2606,"""CIN""",8,3,5,0,1,3,"""NYC21"""
2607,"""NYA""",4,3,1,3,0,3,"""NYC21"""
2608,"""ANA""",0,2,4,0,0,0,"""OAK01"""
2609,"""OAK""",5,9,3,0,0,1,"""OAK01"""
2610,"""BAL""",3,2,6,2,0,2,"""SEA03"""
2611,"""SEA""",7,3,3,2,0,2,"""SEA03"""
2612,"""SDN""",3,1,6,2,0,1,"""ARL03"""
2613,"""TEX""",1,3,5,1,0,0,"""ARL03"""
2614,"""HOU""",5,5,8,0,0,1,"""TOR02"""
2615,"""TOR""",3,3,9,1,0,0,"""TOR02"""
2616,"""PHI""",8,1,11,2,0,2,"""ATL03"""
2617,"""ATL""",6,1,4,1,0,3,"""ATL03"""
2618,"""ANA""",1,2,2,0,0,0,"""CHI11"""
2619,"""CHN""",5,2,5,3,0,1,"""CHI11"""
2620,"""DET""",5,4,6,1,0,4,"""CIN09"""
2621,"""CIN""",4,2,5,0,1,1,"""CIN09"""
2622,"""KCA""",2,1,8,1,1,0,"""DEN02"""
2623,"""COL""",4,4,5,2,0,1,"""DEN02"""
2624,"""MIL""",5,2,3,0,0,1,"""LOS03"""
2625,"""LAN""",8,6,5,1,0,4,"""LOS03"""
2626,"""CHA""",3,6,7,3,0,0,"""MIA02"""
2627,"""MIA""",2,4,5,2,0,0,"""MIA02"""
2628,"""NYN""",2,3,3,1,0,1,"""PIT08"""
2629,"""PIT""",14,5,8,1,0,7,"""PIT08"""
2630,"""ARI""",8,2,6,3,0,3,"""SAN02"""
2631,"""SDN""",10,3,8,2,1,3,"""SAN02"""
2632,"""SLN""",7,3,11,2,0,1,"""WAS11"""
2633,"""WAS""",6,4,9,4,0,1,"""WAS11"""
2634,"""SFN""",4,4,4,2,0,0,"""CLE08"""
2635,"""CLE""",2,5,7,3,0,1,"""CLE08"""
2636,"""HOU""",13,5,13,2,0,1,"""MIN04"""
2637,"""MIN""",12,4,10,5,0,2,"""MIN04"""
2638,"""BOS""",5,2,3,2,0,3,"""NYC21"""
2639,"""NYA""",3,5,6,0,0,0,"""NYC21"""
2640,"""BAL""",3,4,4,4,0,0,"""OAK01"""
2641,"""OAK""",2,1,3,0,0,2,"""OAK01"""
2642,"""TOR""",1,2,1,0,0,1,"""SEA03"""
2643,"""SEA""",2,5,6,2,0,0,"""SEA03"""
2644,"""TBA""",0,8,2,1,0,0,"""ARL03"""
2645,"""TEX""",3,2,8,2,0,0,"""ARL03"""
2646,"""PHI""",1,1,7,0,0,0,"""ATL03"""
2647,"""ATL""",5,3,2,2,0,2,"""ATL03"""
2648,"""ANA""",7,6,10,1,0,1,"""CHI11"""
2649,"""CHN""",0,0,4,0,0,0,"""CHI11"""
2650,"""DET""",5,5,3,3,0,1,"""CIN09"""
2651,"""CIN""",3,3,3,2,0,1,"""CIN09"""
2652,"""KCA""",1,1,6,1,0,1,"""DEN02"""
2653,"""COL""",3,3,5,2,0,1,"""DEN02"""
2654,"""MIL""",3,3,2,1,0,2,"""LOS03"""
2655,"""LAN""",5,4,5,0,1,3,"""LOS03"""
2656,"""CHA""",3,2,4,2,0,0,"""MIA02"""
2657,"""MIA""",4,4,8,0,0,1,"""MIA02"""
2658,"""NYN""",5,2,7,4,0,0,"""PIT08"""
2659,"""PIT""",2,5,4,1,0,1,"""PIT08"""
2660,"""ARI""",7,4,6,1,1,1,"""SAN02"""
2661,"""SDN""",5,2,9,5,0,0,"""SAN02"""
2662,"""SLN""",6,7,9,2,0,0,"""WAS11"""
2663,"""WAS""",14,6,8,4,0,3,"""WAS11"""
2664,"""SFN""",4,7,4,2,0,0,"""CLE08"""
2665,"""CLE""",5,5,4,0,0,2,"""CLE08"""
2666,"""HOU""",3,1,3,3,0,1,"""MIN04"""
2667,"""MIN""",9,2,11,1,0,2,"""MIN04"""
2668,"""BOS""",4,2,6,1,0,1,"""NYC21"""
2669,"""NYA""",14,4,7,3,0,4,"""NYC21"""
2670,"""BAL""",8,5,12,2,0,2,"""OAK01"""
2671,"""OAK""",19,6,8,5,0,5,"""OAK01"""
2672,"""TOR""",5,5,8,3,0,0,"""SEA03"""
2673,"""SEA""",4,2,4,0,0,2,"""SEA03"""
2674,"""TBA""",3,2,4,2,0,1,"""ARL03"""
2675,"""TEX""",4,3,7,0,0,1,"""ARL03"""
2676,"""PHI""",0,3,3,2,0,0,"""ATL03"""
2677,"""ATL""",6,3,3,2,0,4,"""ATL03"""
2678,"""ANA""",0,2,3,0,0,0,"""CHI11"""
2679,"""CHN""",5,4,4,2,0,1,"""CHI11"""
2680,"""DET""",5,4,10,1,0,1,"""CIN09"""
2681,"""CIN""",1,0,1,3,0,0,"""CIN09"""
2682,"""KCA""",10,2,9,0,0,3,"""DEN02"""
2683,"""COL""",1,2,6,0,0,0,"""DEN02"""
2684,"""MIL""",9,6,5,4,0,3,"""LOS03"""
2685,"""LAN""",2,5,4,2,0,1,"""LOS03"""
2686,"""CHA""",4,4,6,2,0,1,"""MIA02"""
2687,"""MIA""",7,7,2,4,0,1,"""MIA02"""
2688,"""NYN""",3,5,6,3,0,0,"""PIT08"""
2689,"""PIT""",2,4,6,0,0,0,"""PIT08"""
2690,"""ARI""",9,2,5,5,0,2,"""SAN02"""
2691,"""SDN""",1,1,3,0,0,1,"""SAN02"""
2692,"""SLN""",8,3,10,2,0,1,"""WAS11"""
2693,"""WAS""",3,3,8,3,0,0,"""WAS11"""
2694,"""SFN""",4,1,3,3,0,1,"""CLE08"""
2695,"""CLE""",5,3,7,2,0,1,"""CLE08"""
2696,"""HOU""",2,3,4,1,0,0,"""MIN04"""
2697,"""MIN""",3,3,10,0,0,1,"""MIN04"""
2698,"""BOS""",3,1,2,1,0,3,"""NYC21"""
2699,"""NYA""",0,1,2,2,0,0,"""NYC21"""
2700,"""BAL""",6,3,5,0,1,2,"""OAK01"""
2701,"""OAK""",3,2,6,1,0,0,"""OAK01"""
2702,"""TOR""",5,3,8,1,0,1,"""SEA03"""
2703,"""SEA""",4,5,7,1,0,2,"""SEA03"""
2704,"""TBA""",2,0,4,0,0,1,"""ARL03"""
2705,"""TEX""",13,3,13,3,0,3,"""ARL03"""
2706,"""ATL""",5,2,6,0,0,2,"""PHO01"""
2707,"""ARI""",4,4,4,0,0,0,"""PHO01"""
2708,"""COL""",0,2,3,1,0,0,"""CIN09"""
2709,"""CIN""",6,4,5,2,0,1,"""CIN09"""
2710,"""NYN""",2,0,7,0,0,1,"""PIT08"""
2711,"""PIT""",8,2,5,1,0,2,"""PIT08"""
2712,"""SLN""",6,1,8,1,0,2,"""WAS11"""
2713,"""WAS""",0,0,7,1,0,0,"""WAS11"""
2714,"""TEX""",9,2,8,2,0,2,"""ANA01"""
2715,"""ANA""",4,3,7,0,1,0,"""ANA01"""
2716,"""MIN""",8,2,7,5,0,3,"""CHI12"""
2717,"""CHA""",6,4,3,3,0,1,"""CHI12"""
2718,"""CLE""",0,1,3,0,0,0,"""DET05"""
2719,"""DET""",1,2,5,2,0,0,"""DET05"""
2720,"""ATL""",6,3,7,2,1,1,"""PHO01"""
2721,"""ARI""",2,3,3,2,1,0,"""PHO01"""
2722,"""COL""",6,3,3,4,0,3,"""CIN09"""
2723,"""CIN""",12,5,3,5,1,4,"""CIN09"""
2724,"""PIT""",12,3,6,0,0,5,"""MIL06"""
2725,"""MIL""",2,6,3,4,0,0,"""MIL06"""
2726,"""WAS""",5,2,2,2,0,2,"""NYC20"""
2727,"""NYN""",7,3,7,1,1,2,"""NYC20"""
2728,"""LAN""",1,6,6,0,0,1,"""PHI13"""
2729,"""PHI""",10,3,7,2,0,3,"""PHI13"""
2730,"""SEA""",8,2,5,5,0,3,"""SAN02"""
2731,"""SDN""",3,1,2,0,0,2,"""SAN02"""
2732,"""TOR""",3,5,1,1,0,1,"""SFO03"""
2733,"""SFN""",4,2,6,1,0,2,"""SFO03"""
2734,"""TEX""",5,4,5,1,0,2,"""ANA01"""
2735,"""ANA""",4,1,4,3,0,2,"""ANA01"""
2736,"""CHN""",9,5,11,1,0,2,"""BAL12"""
2737,"""BAL""",2,1,4,0,0,1,"""BAL12"""
2738,"""OAK""",9,4,10,1,0,2,"""BOS07"""
2739,"""BOS""",12,5,6,4,1,2,"""BOS07"""
2740,"""CLE""",9,8,10,2,0,2,"""DET05"""
2741,"""DET""",8,2,7,0,1,3,"""DET05"""
2742,"""MIA""",3,2,4,0,0,2,"""HOU03"""
2743,"""HOU""",4,2,4,2,0,1,"""HOU03"""
2744,"""NYA""",3,4,6,0,0,1,"""STP01"""
2745,"""TBA""",5,4,4,2,0,1,"""STP01"""
2746,"""ATL""",5,2,3,4,0,1,"""PHO01"""
2747,"""ARI""",7,1,3,4,0,2,"""PHO01"""
2748,"""COL""",6,2,8,2,0,2,"""CIN09"""
2749,"""CIN""",5,1,8,2,0,2,"""CIN09"""
2750,"""PIT""",0,1,3,1,0,0,"""MIL06"""
2751,"""MIL""",9,6,7,4,1,2,"""MIL06"""
2752,"""WAS""",2,3,4,1,0,0,"""NYC20"""
2753,"""NYN""",6,3,7,3,1,1,"""NYC20"""
2754,"""LAN""",3,1,7,2,0,0,"""PHI13"""
2755,"""PHI""",4,0,6,2,1,1,"""PHI13"""
2756,"""SEA""",2,3,4,0,0,0,"""SAN02"""
2757,"""SDN""",0,3,6,0,0,0,"""SAN02"""
2758,"""TOR""",10,1,9,4,0,1,"""SFO03"""
2759,"""SFN""",6,6,6,1,0,2,"""SFO03"""
2760,"""KCA""",6,0,5,3,0,1,"""STL10"""
2761,"""SLN""",4,1,3,0,0,3,"""STL10"""
2762,"""KCA""",8,1,8,1,0,3,"""STL10"""
2763,"""SLN""",5,1,5,4,0,1,"""STL10"""
2764,"""TEX""",2,4,7,0,0,1,"""ANA01"""
2765,"""ANA""",7,6,5,1,0,2,"""ANA01"""
2766,"""CHN""",4,0,7,3,0,1,"""BAL12"""
2767,"""BAL""",0,1,6,3,0,0,"""BAL12"""
2768,"""OAK""",5,3,5,3,0,0,"""BOS07"""
2769,"""BOS""",2,3,6,1,0,1,"""BOS07"""
2770,"""MIN""",1,2,5,0,0,1,"""CHI12"""
2771,"""CHA""",3,1,1,2,0,1,"""CHI12"""
2772,"""MIN""",3,3,2,1,0,2,"""CHI12"""
2773,"""CHA""",2,2,2,1,0,1,"""CHI12"""
2774,"""CLE""",4,4,4,2,0,1,"""DET05"""
2775,"""DET""",5,3,1,3,1,2,"""DET05"""
2776,"""MIA""",1,1,6,0,0,0,"""HOU03"""
2777,"""HOU""",9,2,9,2,1,1,"""HOU03"""
2778,"""NYA""",2,1,5,1,0,0,"""STP01"""
2779,"""TBA""",1,5,10,0,0,0,"""STP01"""
2780,"""ATL""",0,2,4,1,0,0,"""PHO01"""
2781,"""ARI""",1,4,5,0,0,1,"""PHO01"""
2782,"""COL""",1,4,2,0,0,1,"""CIN09"""
2783,"""CIN""",8,1,6,5,0,3,"""CIN09"""
2784,"""PIT""",1,3,5,1,0,0,"""MIL06"""
2785,"""MIL""",0,2,2,0,0,0,"""MIL06"""
2786,"""WAS""",0,5,5,1,0,0,"""NYC20"""
2787,"""NYN""",7,3,6,3,0,0,"""NYC20"""
2788,"""LAN""",1,5,3,1,0,1,"""PHI13"""
2789,"""PHI""",5,4,6,0,1,3,"""PHI13"""
2790,"""TOR""",5,2,8,0,0,2,"""SFO03"""
2791,"""SFN""",3,0,5,0,0,2,"""SFO03"""
2792,"""SEA""",11,3,9,3,0,3,"""ANA01"""
2793,"""ANA""",0,4,4,1,0,0,"""ANA01"""
2794,"""CHN""",8,2,5,6,1,1,"""BAL12"""
2795,"""BAL""",0,1,1,4,0,0,"""BAL12"""
2796,"""OAK""",0,3,4,0,0,0,"""BOS07"""
2797,"""BOS""",7,2,5,2,0,3,"""BOS07"""
2798,"""CLE""",1,2,1,1,0,1,"""DET05"""
2799,"""DET""",10,8,8,2,0,1,"""DET05"""
2800,"""MIA""",3,1,7,2,0,2,"""HOU03"""
2801,"""HOU""",6,2,2,3,0,0,"""HOU03"""
2802,"""NYA""",4,6,5,1,0,2,"""STP01"""
2803,"""TBA""",5,2,3,5,0,1,"""STP01"""
2804,"""TOR""",4,0,5,1,2,0,"""PHO01"""
2805,"""ARI""",5,9,4,1,1,0,"""PHO01"""
2806,"""MIA""",4,1,8,2,0,1,"""CIN09"""
2807,"""CIN""",7,5,6,2,0,3,"""CIN09"""
2808,"""WAS""",5,1,8,3,0,1,"""MIL06"""
2809,"""MIL""",2,4,2,2,0,0,"""MIL06"""
2810,"""COL""",6,3,3,1,0,4,"""NYC20"""
2811,"""NYN""",7,4,3,2,0,5,"""NYC20"""
2812,"""OAK""",6,4,7,0,0,1,"""PHI13"""
2813,"""PHI""",2,7,5,1,0,0,"""PHI13"""
2814,"""ATL""",6,1,4,2,0,3,"""SAN02"""
2815,"""SDN""",1,1,3,2,0,0,"""SAN02"""
2816,"""MIN""",1,1,8,2,0,0,"""SFO03"""
2817,"""SFN""",7,6,4,3,2,0,"""SFO03"""
2818,"""CHN""",5,0,11,2,0,0,"""STL10"""
2819,"""SLN""",1,4,6,0,0,0,"""STL10"""
2820,"""SEA""",5,1,6,2,0,2,"""ANA01"""
2821,"""ANA""",6,5,7,2,0,2,"""ANA01"""
2822,"""NYA""",4,8,4,2,0,1,"""BAL12"""
2823,"""BAL""",1,1,5,0,1,0,"""BAL12"""
2824,"""KCA""",6,2,7,1,0,2,"""BOS07"""
2825,"""BOS""",1,2,3,2,0,0,"""BOS07"""
2826,"""PIT""",4,3,5,3,0,0,"""CHI12"""
2827,"""CHA""",1,1,6,2,0,0,"""CHI12"""
2828,"""LAN""",4,2,7,1,0,1,"""DET05"""
2829,"""DET""",3,7,5,2,1,0,"""DET05"""
2830,"""TEX""",3,3,6,0,0,1,"""HOU03"""
2831,"""HOU""",6,3,5,1,0,3,"""HOU03"""
2832,"""CLE""",0,2,4,1,0,0,"""STP01"""
2833,"""TBA""",2,4,5,4,0,0,"""STP01"""
2834,"""TOR""",1,4,3,1,1,0,"""PHO01"""
2835,"""ARI""",12,7,11,1,0,3,"""PHO01"""
2836,"""MIA""",6,4,11,2,0,2,"""CIN09"""
2837,"""CIN""",10,0,4,0,0,6,"""CIN09"""
2838,"""WAS""",6,2,7,3,0,2,"""MIL06"""
2839,"""MIL""",5,6,3,3,0,0,"""MIL06"""
2840,"""COL""",3,2,3,3,0,2,"""NYC20"""
2841,"""NYN""",7,6,3,2,0,1,"""NYC20"""
2842,"""OAK""",5,3,4,4,0,2,"""PHI13"""
2843,"""PHI""",11,9,2,3,0,4,"""PHI13"""
2844,"""ATL""",0,3,4,1,0,0,"""SAN02"""
2845,"""SDN""",4,0,9,3,0,1,"""SAN02"""
2846,"""MIN""",4,5,8,1,0,1,"""SFO03"""
2847,"""SFN""",2,1,5,2,1,0,"""SFO03"""
2848,"""CHN""",3,2,4,1,0,2,"""STL10"""
2849,"""SLN""",11,2,9,3,0,1,"""STL10"""
2850,"""CHN""",4,3,9,2,0,1,"""STL10"""
2851,"""SLN""",5,3,7,2,0,2,"""STL10"""
2852,"""SEA""",1,4,5,1,0,0,"""ANA01"""
2853,"""ANA""",2,2,3,2,0,0,"""ANA01"""
2854,"""NYA""",6,3,4,3,0,3,"""BAL12"""
2855,"""BAL""",1,1,7,0,1,0,"""BAL12"""
2856,"""KCA""",0,1,4,1,0,0,"""BOS07"""
2857,"""BOS""",5,1,8,3,0,1,"""BOS07"""
2858,"""PIT""",6,4,8,1,0,0,"""CHI12"""
2859,"""CHA""",2,1,4,0,1,0,"""CHI12"""
2860,"""LAN""",9,8,8,1,1,2,"""DET05"""
2861,"""DET""",11,2,7,5,0,4,"""DET05"""
2862,"""TEX""",2,9,3,0,0,1,"""HOU03"""
2863,"""HOU""",1,1,9,0,0,0,"""HOU03"""
2864,"""CLE""",4,2,7,1,0,2,"""STP01"""
2865,"""TBA""",2,3,5,2,1,0,"""STP01"""
2866,"""TOR""",8,1,8,3,1,2,"""PHO01"""
2867,"""ARI""",7,4,8,0,0,1,"""PHO01"""
2868,"""MIA""",3,4,7,2,0,0,"""CIN09"""
2869,"""CIN""",2,6,2,1,0,1,"""CIN09"""
2870,"""WAS""",3,1,6,0,1,0,"""MIL06"""
2871,"""MIL""",9,7,6,3,0,3,"""MIL06"""
2872,"""COL""",8,2,3,1,0,6,"""NYC20"""
2873,"""NYN""",5,7,9,1,0,1,"""NYC20"""
2874,"""OAK""",18,5,4,2,1,8,"""PHI13"""
2875,"""PHI""",3,1,1,2,0,1,"""PHI13"""
2876,"""ATL""",6,2,6,1,0,2,"""SAN02"""
2877,"""SDN""",3,3,7,0,0,1,"""SAN02"""
2878,"""MIN""",2,1,1,2,0,0,"""SFO03"""
2879,"""SFN""",3,2,4,3,1,0,"""SFO03"""
2880,"""CHN""",8,1,3,2,0,6,"""STL10"""
2881,"""SLN""",3,1,6,1,0,1,"""STL10"""
2882,"""SEA""",2,3,3,0,0,1,"""ANA01"""
2883,"""ANA""",3,2,0,2,0,1,"""ANA01"""
2884,"""NYA""",5,6,4,1,0,2,"""BAL12"""
2885,"""BAL""",6,5,4,1,1,2,"""BAL12"""
2886,"""KCA""",4,2,7,0,0,2,"""BOS07"""
2887,"""BOS""",5,2,9,3,0,2,"""BOS07"""
2888,"""PIT""",9,4,5,4,1,2,"""CHI12"""
2889,"""CHA""",4,5,9,0,0,1,"""CHI12"""
2890,"""LAN""",3,3,5,2,0,0,"""DET05"""
2891,"""DET""",4,3,7,1,1,0,"""DET05"""
2892,"""TEX""",4,4,1,0,0,2,"""HOU03"""
2893,"""HOU""",2,2,5,0,0,1,"""HOU03"""
2894,"""CLE""",0,0,4,0,0,0,"""STP01"""
2895,"""TBA""",2,2,3,0,0,2,"""STP01"""
2896,"""ARI""",5,3,10,2,0,0,"""CHI11"""
2897,"""CHN""",2,4,6,2,0,0,"""CHI11"""
2898,"""SFN""",3,3,3,3,1,0,"""DEN02"""
